date,ticker,momentum_6m,momentum_12m,rank_6m,rank_12m,composite_score,final_rank,weight
2018-08-31,ADP,0.2823,0.408,0.8163,0.6122,0.7551,13,0.0667
2018-08-31,COST,0.2241,0.5039,0.7347,0.7143,0.7286,14,0.0667
2018-08-31,NVDA,0.1925,0.6606,0.6735,0.8367,0.7224,15,0.0667
2018-09-28,AMD,2.2413,1.4246,1.0,0.9796,0.9939,1,0.0667
2018-09-28,FTNT,0.7599,1.5695,0.9796,1.0,0.9857,2,0.0667
2018-09-28,AMZN,0.4599,1.0943,0.9388,0.9592,0.9449,3,0.0667
2018-09-28,ORLY,0.4712,0.6133,0.9592,0.8776,0.9347,4,0.0667
2018-09-28,ISRG,0.4318,0.6786,0.9184,0.898,0.9122,5,0.0667
2018-09-28,INTU,0.3442,0.6129,0.8367,0.8571,0.8429,6,0.0667
2018-09-28,QCOM,0.3649,0.4435,0.898,0.7143,0.8429,6,0.0667
2018-09-28,AAPL,0.3643,0.495,0.8776,0.7551,0.8408,8,0.0667
2018-09-28,NFLX,0.3348,1.0704,0.7959,0.9388,0.8388,9,0.0667
2018-09-28,CSX,0.3614,0.399,0.8571,0.6327,0.7898,10,0.0667
2018-09-28,MSFT,0.3026,0.5762,0.7755,0.7959,0.7816,11,0.0667
2018-09-28,ADP,0.3428,0.4109,0.8163,0.6939,0.7796,12,0.0667
2018-09-28,NVDA,0.2728,0.6036,0.7347,0.8367,0.7653,13,0.0667
2018-09-28,ADBE,0.2717,0.8385,0.6939,0.9184,0.7612,14,0.0667
2018-09-28,COST,0.2922,0.449,0.7551,0.7347,0.749,15,0.0667
2018-10-31,AMD,0.6661,0.657,1.0,0.9796,0.9939,1,0.0667
2018-10-31,FTNT,0.4646,1.0853,0.9796,1.0,0.9857,2,0.0667
2018-10-31,ORLY,0.2387,0.5205,0.898,0.9388,0.9102,3,0.0667
2018-10-31,QCOM,0.2746,0.2786,0.9592,0.7143,0.8857,4,0.0667
2018-10-31,AAPL,0.2464,0.3143,0.9388,0.7551,0.8837,5,0.0667
2018-10-31,COST,0.191,0.4351,0.8571,0.898,0.8694,6,0.0667
2018-10-31,CMCSA,0.2437,0.0808,0.9184,0.5306,0.802,7,0.0667
2018-10-31,TMUS,0.2259,0.1469,0.8776,0.5918,0.7918,8,0.0667
2018-10-31,CSX,0.1728,0.385,0.7755,0.8163,0.7878,9,0.0667
2018-10-31,ADP,0.1819,0.2652,0.8163,0.6939,0.7796,10,0.0667
2018-10-31,ISRG,0.1627,0.3885,0.7347,0.8367,0.7653,11,0.0667
2018-10-31,AMGN,0.1756,0.1324,0.7959,0.5714,0.7286,12,0.0667
2018-10-31,INTU,0.1367,0.4094,0.6531,0.8776,0.7204,13,0.0667
2018-10-31,MSFT,0.1447,0.3072,0.6735,0.7347,0.6918,14,0.0667
2018-10-31,TSLA,0.1859,0.0175,0.8367,0.3265,0.6837,15,0.0667
2018-11-30,AMD,0.4343,0.9559,1.0,1.0,1.0,1,0.0667
2018-11-30,ORLY,0.2487,0.4681,0.9592,0.9388,0.9531,2,0.0667
2018-11-30,FTNT,0.182,0.7556,0.8571,0.9796,0.8939,3,0.0667
2018-11-30,VRTX,0.2081,0.253,0.9184,0.6939,0.851,4,0.0667
2018-11-30,CMCSA,0.2607,0.061,0.9796,0.4082,0.8082,5,0.0667
2018-11-30,PEP,0.228,0.0727,0.9388,0.4694,0.798,6,0.0667
2018-11-30,SBUX,0.1836,0.1807,0.8776,0.6122,0.798,7,0.0667
2018-11-30,TMUS,0.1984,0.1208,0.898,0.5306,0.7878,8,0.0667
2018-11-30,COST,0.1701,0.2672,0.7959,0.7143,0.7714,9,0.0667
2018-11-30,TSLA,0.1811,0.1348,0.8367,0.5918,0.7633,10,0.0667
2018-11-30,MELI,0.1441,0.2798,0.7551,0.7347,0.749,11,0.0667
2018-11-30,CSX,0.1295,0.3204,0.6939,0.7959,0.7245,12,0.0667
2018-11-30,CSCO,0.1145,0.3224,0.6735,0.8163,0.7163,13,0.0667
2018-11-30,ISRG,0.1108,0.3279,0.6531,0.8367,0.7082,14,0.0667
2018-11-30,AMGN,0.1385,0.2204,0.7143,0.6735,0.702,15,0.0667
2018-12-31,ORLY,0.2587,0.4207,0.9796,0.9592,0.9735,1,0.0667
2018-12-31,AMD,0.2315,0.7498,0.9592,1.0,0.9714,2,0.0667
2018-12-31,FTNT,0.1281,0.6003,0.9388,0.9796,0.951,3,0.0667
2018-12-31,SBUX,0.3346,0.1398,1.0,0.6939,0.9082,4,0.0667
2018-12-31,AMGN,0.0692,0.1435,0.898,0.7347,0.849,5,0.0667
2018-12-31,MSFT,0.0384,0.2054,0.8163,0.7959,0.8102,6,0.0667
2018-12-31,AVGO,0.067,0.0222,0.8776,0.5306,0.7735,7,0.0667
2018-12-31,REGN,0.0826,-0.0243,0.9184,0.4082,0.7653,8,0.0667
2018-12-31,CSCO,0.0217,0.157,0.7551,0.7755,0.7612,9,0.0667
2018-12-31,ISRG,0.0009,0.2983,0.6939,0.9184,0.7612,9,0.0667
2018-12-31,TMUS,0.0646,-0.0115,0.8571,0.4898,0.7469,11,0.0667
2018-12-31,PYPL,0.0098,0.1337,0.7347,0.6735,0.7163,12,0.0667
2018-12-31,ADSK,-0.0189,0.224,0.6122,0.8163,0.6735,13,0.0667
2018-12-31,ADP,-0.0123,0.1414,0.6531,0.7143,0.6714,14,0.0667
2018-12-31,CDNS,0.0039,0.0281,0.7143,0.551,0.6653,15,0.0667
2019-01-31,AMD,0.3317,0.8967,1.0,1.0,1.0,1,0.0667
2019-01-31,FTNT,0.2171,0.674,0.9388,0.9796,0.951,2,0.0667
2019-01-31,SBUX,0.3167,0.2191,0.9796,0.8367,0.9367,3,0.0667
2019-01-31,AVGO,0.2315,0.1654,0.9592,0.7347,0.8918,4,0.0667
2019-01-31,ADSK,0.1461,0.2798,0.8776,0.898,0.8837,5,0.0667
2019-01-31,ORLY,0.1263,0.2848,0.8367,0.9184,0.8612,6,0.0667
2019-01-31,REGN,0.1665,0.1303,0.9184,0.6327,0.8327,7,0.0667
2019-01-31,PANW,0.0835,0.3911,0.7755,0.9592,0.8306,8,0.0667
2019-01-31,CSCO,0.1345,0.1536,0.8571,0.7143,0.8143,9,0.0667
2019-01-31,TMUS,0.1603,0.075,0.898,0.551,0.7939,10,0.0667
2019-01-31,VRTX,0.0906,0.1463,0.8163,0.6939,0.7796,11,0.0667
2019-01-31,INTU,0.0614,0.292,0.6939,0.9388,0.7673,12,0.0667
2019-01-31,CDNS,0.0894,0.0921,0.7959,0.5714,0.7286,13,0.0667
2019-01-31,ADP,0.0467,0.182,0.6735,0.7755,0.7041,14,0.0667
2019-01-31,PYPL,0.0806,0.0594,0.7551,0.5102,0.6816,15,0.0667
2019-02-28,CDNS,0.2222,0.4534,0.9388,0.9184,0.9327,1,0.0667
2019-02-28,SBUX,0.3405,0.2705,1.0,0.7755,0.9327,1,0.0667
2019-02-28,INTU,0.1711,0.4634,0.9184,0.9388,0.9245,3,0.0667
2019-02-28,ORLY,0.1269,0.5591,0.8776,0.9592,0.902,4,0.0667
2019-02-28,MELI,0.2239,0.222,0.9592,0.6939,0.8796,5,0.0667
2019-02-28,AVGO,0.3164,0.1448,0.9796,0.5306,0.8449,6,0.0667
2019-02-28,REGN,0.1089,0.342,0.8163,0.8571,0.8286,7,0.0667
2019-02-28,CSCO,0.1274,0.1847,0.898,0.5714,0.8,8,0.0667
2019-02-28,PANW,0.0861,0.4216,0.7551,0.898,0.798,9,0.0667
2019-02-28,FTNT,0.0807,0.7375,0.7143,0.9796,0.7939,10,0.0667
2019-02-28,PYPL,0.09,0.2342,0.7755,0.7347,0.7633,11,0.0667
2019-02-28,MDLZ,0.1239,0.0968,0.8571,0.4898,0.7469,12,0.0667
2019-02-28,TMUS,0.0974,0.2047,0.7959,0.6327,0.7469,13,0.0667
2019-02-28,ADP,0.0768,0.3417,0.6939,0.8367,0.7367,14,0.0667
2019-02-28,INTC,0.1092,0.0873,0.8367,0.4694,0.7265,15,0.0667
2019-03-29,CDNS,0.4129,0.7573,0.9796,0.9796,0.9796,1,0.0667
2019-03-29,MELI,0.5351,0.488,1.0,0.898,0.9694,2,0.0667
2019-03-29,INTU,0.1818,0.5427,0.8571,0.9184,0.8755,3,0.0667
2019-03-29,SBUX,0.3118,0.3134,0.9592,0.6735,0.8735,4,0.0667
2019-03-29,AVGO,0.2492,0.3226,0.9388,0.6939,0.8653,5,0.0667
2019-03-29,SNPS,0.175,0.3991,0.8163,0.8367,0.8224,6,0.0667
2019-03-29,PYPL,0.1557,0.3834,0.7959,0.7959,0.7959,7,0.0667
2019-03-29,MDLZ,0.1752,0.2587,0.8367,0.6531,0.7816,8,0.0667
2019-03-29,ORLY,0.1232,0.5998,0.7143,0.9388,0.7816,8,0.0667
2019-03-29,KLAC,0.2053,0.1527,0.898,0.3878,0.7449,10,0.0667
2019-03-29,ADP,0.0793,0.4591,0.6735,0.8776,0.7347,11,0.0667
2019-03-29,CSCO,0.1315,0.3357,0.7347,0.7347,0.7347,11,0.0667
2019-03-29,INTC,0.1899,0.1094,0.8776,0.3061,0.7061,13,0.0667
2019-03-29,CMCSA,0.1427,0.2285,0.7551,0.551,0.6939,14,0.0667
2019-03-29,ADI,0.1523,0.1945,0.7755,0.4898,0.6898,15,0.0667
2019-04-30,CDNS,0.4911,0.7362,0.9592,0.9592,0.9592,1,0.0667
2019-04-30,MELI,0.6269,0.4191,1.0,0.8367,0.951,2,0.0667
2019-04-30,AMD,0.4338,1.4869,0.8571,1.0,0.9,3,0.0667
2019-04-30,AVGO,0.4607,0.4239,0.898,0.8776,0.8918,4,0.0667
2019-04-30,QCOM,0.3936,0.7572,0.8367,0.9796,0.8796,5,0.0667
2019-04-30,ADI,0.4854,0.3525,0.9388,0.6939,0.8653,6,0.0667
2019-04-30,ADSK,0.3707,0.4072,0.8163,0.8163,0.8163,7,0.0667
2019-04-30,MCHP,0.6124,0.2005,0.9796,0.4286,0.8143,8,0.0667
2019-04-30,SNPS,0.3507,0.4213,0.7755,0.8571,0.8,9,0.0667
2019-04-30,PYPL,0.3119,0.5212,0.7347,0.9184,0.7898,10,0.0667
2019-04-30,KLAC,0.4537,0.2835,0.8776,0.551,0.7796,11,0.0667
2019-04-30,SBUX,0.3315,0.3616,0.7551,0.7347,0.749,12,0.0667
2019-04-30,LRCX,0.474,0.1361,0.9184,0.3265,0.7408,13,0.0667
2019-04-30,PANW,0.3054,0.2928,0.7143,0.5918,0.6776,14,0.0667
2019-04-30,MDLZ,0.2549,0.3033,0.6327,0.6327,0.6327,15,0.0667
2019-05-31,MELI,0.7199,0.8875,1.0,0.9796,0.9939,1,0.0667
2019-05-31,CDNS,0.4756,0.5078,0.9796,0.9592,0.9735,2,0.0667
2019-05-31,AMD,0.3021,0.9834,0.898,1.0,0.9286,3,0.0667
2019-05-31,SNPS,0.339,0.3307,0.9592,0.8571,0.9286,4,0.0667
2019-05-31,PYPL,0.3389,0.345,0.9388,0.898,0.9265,5,0.0667
2019-05-31,INTU,0.237,0.2275,0.8571,0.6939,0.8082,6,0.0667
2019-05-31,SBUX,0.1624,0.3528,0.7143,0.9184,0.7755,7,0.0667
2019-05-31,CTAS,0.2099,0.225,0.8163,0.6735,0.7735,8,0.0667
2019-05-31,QCOM,0.2296,0.1809,0.8367,0.5918,0.7633,9,0.0667
2019-05-31,MSFT,0.1636,0.2702,0.7347,0.7755,0.7469,10,0.0667
2019-05-31,NFLX,0.2875,-0.029,0.8776,0.3673,0.7245,11,0.0667
2019-05-31,MDLZ,0.1551,0.3115,0.6735,0.8367,0.7224,12,0.0667
2019-05-31,META,0.3146,-0.0544,0.9184,0.2245,0.7102,13,0.0667
2019-05-31,ADBE,0.1664,0.095,0.7551,0.5306,0.6878,14,0.0667
2019-05-31,ADSK,0.148,0.2438,0.6531,0.7143,0.6714,15,0.0667
2019-06-28,MELI,1.1161,1.1439,1.0,1.0,1.0,1,0.0667
2019-06-28,AMD,0.7364,1.0287,0.9796,0.9796,0.9796,2,0.0667
2019-06-28,CDNS,0.6312,0.6521,0.9592,0.9388,0.9531,3,0.0667
2019-06-28,SNPS,0.546,0.5217,0.9388,0.9184,0.9327,4,0.0667
2019-06-28,QCOM,0.3845,0.4358,0.8163,0.898,0.8408,5,0.0667
2019-06-28,CTAS,0.4188,0.3019,0.8367,0.7347,0.8061,6,0.0667
2019-06-28,PYPL,0.3576,0.4189,0.7551,0.8776,0.7918,7,0.0667
2019-06-28,MDLZ,0.3621,0.3522,0.7755,0.8163,0.7878,8,0.0667
2019-06-28,SBUX,0.3395,0.7196,0.6939,0.9592,0.7735,9,0.0667
2019-06-28,LRCX,0.4262,0.135,0.8571,0.4082,0.7224,10,0.0667
2019-06-28,HON,0.3405,0.2991,0.7143,0.7143,0.7143,11,0.0667
2019-06-28,MSFT,0.3346,0.3957,0.6531,0.8571,0.7143,12,0.0667
2019-06-28,AMAT,0.4381,0.0129,0.9184,0.2245,0.7102,13,0.0667
2019-06-28,INTU,0.3304,0.3292,0.6327,0.7551,0.6694,14,0.0667
2019-06-28,META,0.4347,-0.0145,0.8776,0.1837,0.6694,14,0.0667
2019-07-31,MELI,0.7165,0.8104,1.0,0.98,0.994,1,0.0667
2019-07-31,CDNS,0.5567,0.6832,0.98,0.96,0.974,2,0.0667
2019-07-31,SBUX,0.4032,0.8653,0.92,1.0,0.944,3,0.0667
2019-07-31,SNPS,0.4363,0.4862,0.94,0.92,0.934,4,0.0667
2019-07-31,AMD,0.3188,0.568,0.88,0.94,0.898,5,0.0667
2019-07-31,CTAS,0.3956,0.2993,0.9,0.76,0.858,6,0.0667
2019-07-31,INTU,0.2998,0.3792,0.82,0.9,0.844,7,0.0667
2019-07-31,QCOM,0.4887,0.228,0.96,0.56,0.84,8,0.0667
2019-07-31,KLAC,0.3043,0.3195,0.84,0.8,0.828,9,0.0667
2019-07-31,COST,0.3112,0.2709,0.86,0.7,0.812,10,0.0667
2019-07-31,MSFT,0.2912,0.3143,0.76,0.78,0.766,11,0.0667
2019-07-31,AAPL,0.2997,0.1389,0.8,0.44,0.692,12,0.0667
2019-07-31,MDLZ,0.2333,0.2723,0.66,0.72,0.678,13,0.0667
2019-07-31,META,0.2913,0.1354,0.78,0.42,0.672,14,0.0667
2019-07-31,TXN,0.2393,0.16,0.7,0.52,0.646,15,0.0667
2019-08-30,SBUX,0.3725,0.8481,0.96,1.0,0.972,1,0.0667
2019-08-30,SNPS,0.3768,0.388,0.98,0.92,0.962,2,0.0667
2019-08-30,MELI,0.282,0.5753,0.88,0.98,0.91,3,0.0667
2019-08-30,COST,0.3562,0.2966,0.94,0.82,0.904,4,0.0667
2019-08-30,QCOM,0.4763,0.1703,1.0,0.62,0.886,5,0.0667
2019-08-30,KLAC,0.2832,0.3025,0.9,0.84,0.882,6,0.0667
2019-08-30,AMD,0.3457,0.248,0.92,0.74,0.866,7,0.0667
2019-08-30,CTAS,0.2769,0.2452,0.86,0.72,0.818,8,0.0667
2019-08-30,MSFT,0.2367,0.25,0.82,0.76,0.802,9,0.0667
2019-08-30,LRCX,0.1983,0.2512,0.78,0.78,0.78,10,0.0667
2019-08-30,MDLZ,0.187,0.3277,0.74,0.86,0.776,11,0.0667
2019-08-30,CDNS,0.1698,0.449,0.7,0.94,0.772,12,0.0667
2019-08-30,AMAT,0.2406,0.137,0.84,0.58,0.762,13,0.0667
2019-08-30,PEP,0.1856,0.2593,0.72,0.8,0.744,14,0.0667
2019-08-30,INTU,0.1622,0.334,0.66,0.88,0.726,15,0.0667
2019-09-30,KLAC,0.3216,0.6244,0.98,1.0,0.986,1,0.0667
2019-09-30,CTAS,0.3079,0.3724,0.96,0.88,0.936,2,0.0667
2019-09-30,LRCX,0.2648,0.5718,0.9,0.96,0.918,3,0.0667
2019-09-30,ASML,0.3057,0.3316,0.92,0.86,0.902,4,0.0667
2019-09-30,SBUX,0.2056,0.5716,0.86,0.94,0.884,5,0.0667
2019-09-30,AMAT,0.2249,0.3279,0.88,0.84,0.868,6,0.0667
2019-09-30,PDD,0.306,0.2237,0.94,0.68,0.862,7,0.0667
2019-09-30,QCOM,0.3421,0.1064,1.0,0.52,0.856,8,0.0667
2019-09-30,TXN,0.2046,0.2397,0.84,0.74,0.81,9,0.0667
2019-09-30,COST,0.1857,0.2436,0.82,0.76,0.802,10,0.0667
2019-09-30,SNPS,0.1674,0.3913,0.76,0.9,0.802,10,0.0667
2019-09-30,MSFT,0.1764,0.2343,0.78,0.7,0.756,12,0.0667
2019-09-30,PEP,0.1398,0.2724,0.74,0.78,0.752,13,0.0667
2019-09-30,CMCSA,0.1297,0.3072,0.72,0.8,0.744,14,0.0667
2019-09-30,MDLZ,0.1244,0.3125,0.68,0.82,0.722,15,0.0667
2019-10-31,PDD,0.7062,1.3767,1.0,1.0,1.0,1,0.0667
2019-10-31,KLAC,0.3323,0.8971,0.98,0.94,0.968,2,0.0667
2019-10-31,LRCX,0.3186,0.9929,0.96,0.98,0.966,3,0.0667
2019-10-31,ASML,0.2554,0.5707,0.94,0.88,0.922,4,0.0667
2019-10-31,AMAT,0.2462,0.708,0.92,0.92,0.92,5,0.0667
2019-10-31,AMD,0.2023,0.9727,0.82,0.96,0.862,6,0.0667
2019-10-31,CTAS,0.2052,0.5276,0.84,0.84,0.84,7,0.0667
2019-10-31,COST,0.2232,0.3195,0.88,0.68,0.82,8,0.0667
2019-10-31,SNPS,0.1159,0.546,0.7,0.86,0.748,9,0.0667
2019-10-31,ORLY,0.1589,0.3179,0.78,0.66,0.744,10,0.0667
2019-10-31,MSFT,0.1201,0.4039,0.72,0.76,0.732,11,0.0667
2019-10-31,AMGN,0.2216,0.1625,0.86,0.3,0.692,12,0.0667
2019-10-31,AAPL,0.1838,0.1843,0.8,0.36,0.668,13,0.0667
2019-10-31,SBUX,0.0926,0.4709,0.6,0.78,0.654,14,0.0667
2019-10-31,TSLA,0.2348,-0.0454,0.9,0.06,0.648,15,0.0667
2019-11-29,PDD,0.8891,0.5699,1.0,0.88,0.964,1,0.0667
2019-11-29,KLAC,0.6268,0.7005,0.96,0.96,0.96,2,0.0667
2019-11-29,LRCX,0.5642,0.7762,0.92,0.98,0.938,3,0.0667
2019-11-29,AMAT,0.505,0.5888,0.86,0.92,0.878,4,0.0667
2019-11-29,AAPL,0.5526,0.4992,0.9,0.8,0.87,5,0.0667
2019-11-29,NVDA,0.6229,0.3607,0.94,0.68,0.862,6,0.0667
2019-11-29,AMD,0.4195,0.8346,0.8,1.0,0.86,7,0.0667
2019-11-29,ASML,0.4536,0.5775,0.84,0.9,0.858,8,0.0667
2019-11-29,FTNT,0.5091,0.4297,0.88,0.76,0.844,9,0.0667
2019-11-29,QCOM,0.2749,0.5341,0.7,0.82,0.736,10,0.0667
2019-11-29,AVGO,0.2725,0.3965,0.68,0.74,0.698,11,0.0667
2019-11-29,MU,0.4534,0.2273,0.82,0.4,0.694,12,0.0667
2019-11-29,TSLA,0.8435,-0.0515,0.98,0.02,0.692,13,0.0667
2019-11-29,MSFT,0.2717,0.3825,0.66,0.72,0.678,14,0.0667
2019-11-29,SNPS,0.2436,0.5593,0.6,0.84,0.672,15,0.0667
2019-12-31,LRCX,0.5767,1.1933,0.96,0.98,0.966,1,0.0667
2019-12-31,KLAC,0.5049,1.0399,0.94,0.96,0.946,2,0.0667
2019-12-31,AMD,0.468,1.4843,0.92,1.0,0.944,3,0.0667
2019-12-31,PDD,0.8621,0.6854,0.98,0.82,0.932,4,0.0667
2019-12-31,AAPL,0.4583,0.8896,0.9,0.88,0.894,5,0.0667
2019-12-31,ASML,0.3862,0.9323,0.86,0.92,0.878,6,0.0667
2019-12-31,NVDA,0.4529,0.7694,0.88,0.86,0.874,7,0.0667
2019-12-31,AMAT,0.3777,0.8986,0.84,0.9,0.858,8,0.0667
2019-12-31,MU,0.3581,0.6949,0.8,0.84,0.812,9,0.0667
2019-12-31,FTNT,0.3668,0.5158,0.82,0.68,0.778,10,0.0667
2019-12-31,TSLA,0.863,0.257,1.0,0.22,0.766,11,0.0667
2019-12-31,QCOM,0.1637,0.6076,0.66,0.76,0.69,12,0.0667
2019-12-31,MCHP,0.1763,0.4803,0.68,0.66,0.674,13,0.0667
2019-12-31,MSFT,0.1624,0.5756,0.64,0.72,0.664,14,0.0667
2019-12-31,CTAS,0.1416,0.6173,0.6,0.78,0.654,15,0.0667
2020-01-31,TSLA,1.782,1.119,1.0,1.0,1.0,1,0.0667
2020-01-31,AMD,0.574,0.9254,0.98,0.98,0.98,2,0.0667
2020-01-31,AAPL,0.4951,0.8875,0.94,0.96,0.946,3,0.0667
2020-01-31,LRCX,0.4629,0.7962,0.92,0.92,0.92,4,0.0667
2020-01-31,NVDA,0.4361,0.6512,0.88,0.86,0.874,5,0.0667
2020-01-31,FTNT,0.4599,0.5066,0.9,0.76,0.858,6,0.0667
2020-01-31,ASML,0.2729,0.6293,0.82,0.84,0.826,7,0.0667
2020-01-31,MSFT,0.2413,0.6542,0.78,0.88,0.81,8,0.0667
2020-01-31,INTC,0.3074,0.3906,0.86,0.66,0.8,9,0.0667
2020-01-31,PDD,0.5543,0.2058,0.96,0.36,0.78,10,0.0667
2020-01-31,KLAC,0.2245,0.5934,0.76,0.82,0.778,11,0.0667
2020-01-31,ADSK,0.2827,0.3373,0.84,0.62,0.774,12,0.0667
2020-01-31,QCOM,0.2171,0.7864,0.72,0.9,0.774,12,0.0667
2020-01-31,AMAT,0.206,0.5111,0.7,0.78,0.724,14,0.0667
2020-01-31,MU,0.2177,0.3891,0.74,0.64,0.71,15,0.0667
2020-02-28,TSLA,2.0984,1.0883,1.0,1.0,1.0,1,0.0667
2020-02-28,NVDA,0.6774,0.7568,0.98,0.96,0.974,2,0.0667
2020-02-28,AMD,0.4776,0.9329,0.94,0.98,0.952,3,0.0667
2020-02-28,LRCX,0.457,0.7021,0.92,0.94,0.926,4,0.0667
2020-02-28,AAPL,0.3372,0.5994,0.88,0.92,0.892,5,0.0667
2020-02-28,ASML,0.2881,0.5375,0.84,0.88,0.852,6,0.0667
2020-02-28,AMAT,0.2746,0.5407,0.82,0.9,0.844,7,0.0667
2020-02-28,ADSK,0.3626,0.171,0.9,0.56,0.798,8,0.0667
2020-02-28,FTNT,0.311,0.1759,0.86,0.58,0.776,9,0.0667
2020-02-28,ADBE,0.2233,0.3147,0.74,0.76,0.746,10,0.0667
2020-02-28,REGN,0.5456,0.0321,0.96,0.24,0.744,11,0.0667
2020-02-28,MSFT,0.2025,0.4653,0.7,0.84,0.742,12,0.0667
2020-02-28,VRTX,0.2562,0.1869,0.78,0.6,0.726,13,0.0667
2020-02-28,MU,0.2181,0.2857,0.72,0.7,0.714,14,0.0667
2020-02-28,TMUS,0.17,0.2486,0.68,0.68,0.68,15,0.0667
2020-03-31,TSLA,1.1754,0.812,1.0,1.0,1.0,1,0.0667
2020-03-31,AMD,0.5688,0.7253,0.96,0.98,0.966,2,0.0667
2020-03-31,NVDA,0.5164,0.4511,0.94,0.94,0.94,3,0.0667
2020-03-31,REGN,0.7602,0.1908,0.98,0.76,0.914,4,0.0667
2020-03-31,VRTX,0.4045,0.279,0.92,0.84,0.896,5,0.0667
2020-03-31,AAPL,0.1415,0.3471,0.82,0.9,0.844,6,0.0667
2020-03-31,FTNT,0.318,0.1872,0.88,0.74,0.838,7,0.0667
2020-03-31,MSFT,0.1413,0.3426,0.8,0.88,0.824,8,0.0667
2020-03-31,PDD,0.1182,0.4605,0.76,0.96,0.82,9,0.0667
2020-03-31,GILD,0.2017,0.178,0.86,0.7,0.812,10,0.0667
2020-03-31,ADBE,0.152,0.1693,0.84,0.68,0.792,11,0.0667
2020-03-31,NFLX,0.4031,0.0233,0.9,0.54,0.792,11,0.0667
2020-03-31,ASML,0.0578,0.3812,0.68,0.92,0.752,13,0.0667
2020-03-31,TMUS,0.0651,0.1991,0.74,0.78,0.752,13,0.0667
2020-03-31,AMZN,0.1232,0.0747,0.78,0.6,0.726,15,0.0667
2020-04-30,TSLA,1.4726,2.3412,1.0,1.0,1.0,1,0.0667
2020-04-30,REGN,0.6939,0.5431,0.98,0.92,0.962,2,0.0667
2020-04-30,AMD,0.5861,0.9541,0.96,0.96,0.96,3,0.0667
2020-04-30,NVDA,0.4423,0.6252,0.92,0.94,0.926,4,0.0667
2020-04-30,GILD,0.3487,0.3442,0.88,0.8,0.856,5,0.0667
2020-04-30,AMZN,0.4035,0.2943,0.9,0.74,0.852,6,0.0667
2020-04-30,VRTX,0.2694,0.4554,0.8,0.9,0.83,7,0.0667
2020-04-30,MSFT,0.2624,0.4199,0.78,0.88,0.81,8,0.0667
2020-04-30,NFLX,0.493,0.1083,0.94,0.46,0.796,9,0.0667
2020-04-30,ADBE,0.3028,0.2481,0.84,0.68,0.792,10,0.0667
2020-04-30,PDD,0.1714,1.0361,0.7,0.98,0.784,11,0.0667
2020-04-30,AAPL,0.2141,0.4139,0.74,0.86,0.776,12,0.0667
2020-04-30,FTNT,0.3342,0.1725,0.86,0.58,0.776,12,0.0667
2020-04-30,AMGN,0.1604,0.3985,0.68,0.82,0.722,14,0.0667
2020-04-30,CDNS,0.2298,0.1837,0.76,0.6,0.712,15,0.0667
2020-05-29,TSLA,1.5386,3.4363,1.0,1.0,1.0,1,0.0667
2020-05-29,PDD,0.8083,2.4031,0.98,0.98,0.98,2,0.0667
2020-05-29,REGN,0.6843,0.9899,0.96,0.94,0.954,3,0.0667
2020-05-29,NVDA,0.6382,1.558,0.94,0.96,0.946,4,0.0667
2020-05-29,AMD,0.3798,0.9194,0.88,0.92,0.892,5,0.0667
2020-05-29,MELI,0.4605,0.4727,0.92,0.74,0.866,6,0.0667
2020-05-29,FTNT,0.3337,0.8304,0.82,0.9,0.844,7,0.0667
2020-05-29,PYPL,0.4596,0.3913,0.9,0.6,0.81,8,0.0667
